id,activity,application,application_id,attachments,attachments.0.content_scan_version,attachments.0.content_type,attachments.0.filename,attachments.0.height,attachments.0.id,attachments.0.original_content_type,attachments.0.placeholder,attachments.0.placeholder_version,attachments.0.proxy_url,attachments.0.size,attachments.0.title,attachments.0.url,attachments.0.width,attachments.1.content_scan_version,attachments.1.content_type,attachments.1.filename,attachments.1.height,attachments.1.id,attachments.1.placeholder,attachments.1.placeholder_version,attachments.1.proxy_url,attachments.1.size,attachments.1.url,attachments.1.width,author.accent_color,author.avatar,author.avatar_decoration_data,author.avatar_decoration_data.asset,author.avatar_decoration_data.expires_at,author.avatar_decoration_data.sku_id,author.banner,author.banner_color,author.bot,author.clan,author.clan.badge,author.clan.identity_enabled,author.clan.identity_guild_id,author.clan.tag,author.collectibles,author.collectibles.nameplate.asset,author.collectibles.nameplate.label,author.collectibles.nameplate.palette,author.collectibles.nameplate.sku_id,author.discriminator,author.display_name_styles,author.display_name_styles.colors.0,author.display_name_styles.effect_id,author.display_name_styles.font_id,author.flags,author.global_name,author.id,author.primary_guild,author.primary_guild.badge,author.primary_guild.identity_enabled,author.primary_guild.identity_guild_id,author.primary_guild.tag,author.public_flags,author.username,call,channel_id,components,content,date,edited_timestamp,embeds,embeds.0.color,embeds.0.content_scan_version,embeds.0.description,embeds.0.provider.name,embeds.0.provider.url,embeds.0.reference_id,embeds.0.thumbnail.content_type,embeds.0.thumbnail.flags,embeds.0.thumbnail.height,embeds.0.thumbnail.placeholder,embeds.0.thumbnail.placeholder_version,embeds.0.thumbnail.proxy_url,embeds.0.thumbnail.url,embeds.0.thumbnail.width,embeds.0.type,embeds.0.url,embeds.0.video.flags,embeds.0.video.height,embeds.0.video.placeholder,embeds.0.video.placeholder_version,embeds.0.video.proxy_url,embeds.0.video.url,embeds.0.video.width,flags,interaction,interaction.id,interaction.name,interaction.type,interaction.user.accent_color,interaction.user.avatar,interaction.user.avatar_decoration_data,interaction.user.banner,interaction.user.banner_color,interaction.user.clan.badge,interaction.user.clan.identity_enabled,interaction.user.clan.identity_guild_id,interaction.user.clan.tag,interaction.user.collectibles,interaction.user.discriminator,interaction.user.display_name_styles,interaction.user.flags,interaction.user.global_name,interaction.user.id,interaction.user.primary_guild.badge,interaction.user.primary_guild.identity_enabled,interaction.user.primary_guild.identity_guild_id,interaction.user.primary_guild.tag,interaction.user.public_flags,interaction.user.username,mention_channels,mention_everyone,mentions,mentions.0.accent_color,mentions.0.avatar,mentions.0.avatar_decoration_data,mentions.0.banner,mentions.0.banner_color,mentions.0.clan,mentions.0.clan.badge,mentions.0.clan.identity_enabled,mentions.0.clan.identity_guild_id,mentions.0.clan.tag,mentions.0.collectibles,mentions.0.collectibles.nameplate.asset,mentions.0.collectibles.nameplate.label,mentions.0.collectibles.nameplate.palette,mentions.0.collectibles.nameplate.sku_id,mentions.0.discriminator,mentions.0.display_name_styles,mentions.0.display_name_styles.colors.0,mentions.0.display_name_styles.effect_id,mentions.0.display_name_styles.font_id,mentions.0.flags,mentions.0.global_name,mentions.0.id,mentions.0.primary_guild,mentions.0.primary_guild.badge,mentions.0.primary_guild.identity_enabled,mentions.0.primary_guild.identity_guild_id,mentions.0.primary_guild.tag,mentions.0.public_flags,mentions.0.username,mentions.1.accent_color,mentions.1.avatar,mentions.1.avatar_decoration_data,mentions.1.banner,mentions.1.banner_color,mentions.1.clan,mentions.1.collectibles,mentions.1.discriminator,mentions.1.display_name_styles,mentions.1.flags,mentions.1.global_name,mentions.1.id,mentions.1.primary_guild,mentions.1.public_flags,mentions.1.username,message_reference,message_reference.channel_id,message_reference.guild_id,message_reference.message_id,message_reference.type,nonce,pinned,position,reactions,referenced_message,referenced_message.attachments,referenced_message.attachments.0.content_scan_version,referenced_message.attachments.0.content_type,referenced_message.attachments.0.filename,referenced_message.attachments.0.height,referenced_message.attachments.0.id,referenced_message.attachments.0.original_content_type,referenced_message.attachments.0.placeholder,referenced_message.attachments.0.placeholder_version,referenced_message.attachments.0.proxy_url,referenced_message.attachments.0.size,referenced_message.attachments.0.url,referenced_message.attachments.0.width,referenced_message.author.accent_color,referenced_message.author.avatar,referenced_message.author.avatar_decoration_data,referenced_message.author.banner,referenced_message.author.banner_color,referenced_message.author.clan,referenced_message.author.clan.badge,referenced_message.author.clan.identity_enabled,referenced_message.author.clan.identity_guild_id,referenced_message.author.clan.tag,referenced_message.author.collectibles,referenced_message.author.collectibles.nameplate.asset,referenced_message.author.collectibles.nameplate.label,referenced_message.author.collectibles.nameplate.palette,referenced_message.author.collectibles.nameplate.sku_id,referenced_message.author.discriminator,referenced_message.author.display_name_styles,referenced_message.author.flags,referenced_message.author.global_name,referenced_message.author.id,referenced_message.author.primary_guild,referenced_message.author.primary_guild.badge,referenced_message.author.primary_guild.identity_enabled,referenced_message.author.primary_guild.identity_guild_id,referenced_message.author.primary_guild.tag,referenced_message.author.public_flags,referenced_message.author.username,referenced_message.channel_id,referenced_message.components,referenced_message.content,referenced_message.edited_timestamp,referenced_message.embeds,referenced_message.embeds.0.content_scan_version,referenced_message.embeds.0.provider.name,referenced_message.embeds.0.provider.url,referenced_message.embeds.0.reference_id,referenced_message.embeds.0.thumbnail.content_type,referenced_message.embeds.0.thumbnail.flags,referenced_message.embeds.0.thumbnail.height,referenced_message.embeds.0.thumbnail.placeholder,referenced_message.embeds.0.thumbnail.placeholder_version,referenced_message.embeds.0.thumbnail.proxy_url,referenced_message.embeds.0.thumbnail.url,referenced_message.embeds.0.thumbnail.width,referenced_message.embeds.0.type,referenced_message.embeds.0.url,referenced_message.embeds.0.video.flags,referenced_message.embeds.0.video.height,referenced_message.embeds.0.video.placeholder,referenced_message.embeds.0.video.placeholder_version,referenced_message.embeds.0.video.proxy_url,referenced_message.embeds.0.video.url,referenced_message.embeds.0.video.width,referenced_message.flags,referenced_message.id,referenced_message.mention_everyone,referenced_message.mention_roles,referenced_message.mentions,referenced_message.mentions.0.accent_color,referenced_message.mentions.0.avatar,referenced_message.mentions.0.avatar_decoration_data,referenced_message.mentions.0.banner,referenced_message.mentions.0.banner_color,referenced_message.mentions.0.clan,referenced_message.mentions.0.clan.badge,referenced_message.mentions.0.clan.identity_enabled,referenced_message.mentions.0.clan.identity_guild_id,referenced_message.mentions.0.clan.tag,referenced_message.mentions.0.collectibles,referenced_message.mentions.0.collectibles.nameplate.asset,referenced_message.mentions.0.collectibles.nameplate.label,referenced_message.mentions.0.collectibles.nameplate.palette,referenced_message.mentions.0.collectibles.nameplate.sku_id,referenced_message.mentions.0.discriminator,referenced_message.mentions.0.display_name_styles,referenced_message.mentions.0.flags,referenced_message.mentions.0.global_name,referenced_message.mentions.0.id,referenced_message.mentions.0.primary_guild,referenced_message.mentions.0.primary_guild.badge,referenced_message.mentions.0.primary_guild.identity_enabled,referenced_message.mentions.0.primary_guild.identity_guild_id,referenced_message.mentions.0.primary_guild.tag,referenced_message.mentions.0.public_flags,referenced_message.mentions.0.username,referenced_message.message_reference.channel_id,referenced_message.message_reference.guild_id,referenced_message.message_reference.message_id,referenced_message.message_reference.type,referenced_message.pinned,referenced_message.timestamp,referenced_message.tts,referenced_message.type,resolved,role_subscription_data,sticker_items,stickers,thread,timestamp,tts,type,userName,webhook_id
1444916774360584314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a_24fd795550f781a4e591f95d1d67aebd,,,,,,,,,,,,,,nameplates/gothica/nevermore/,COLLECTIBLES_GOTHICA_NEVERMORE_NP_A11Y,white,1462116614131548265,0,,,,,128,ChaosTheOne,361194084687282206,,,,,,128,asdfsaf,,1417678543181189193,,yeah,2025-12-01T05:03:24.263Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,731f0f40efee2f587d6abcd0d1dd2141,,,,,,,,,,,,,,0,,,,,0,angle,1164712958295810212,,,,,,0,vkoz,,,,,,,,,,,,,,,,,1417678543181189193,1417678541704663041,1444916388354592899,0,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01T05:03:24.263000+00:00,false,19,asdfsaf,
1444916768509526096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9582600678082632f993f18ad548df1e,,,,,,,,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,,,,,,0,,,,,0,dax,440463683949166592,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,0,gi9p,,1417678543181189193,,talk to <@1157248786582732820>,2025-12-01T05:03:22.868Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,731f0f40efee2f587d6abcd0d1dd2141,,,,,,,,,,,,,,0,,,,,0,angle,1164712958295810212,,,,,,0,vkoz,,fc370765ec323b69fb990f8f8ff3daef,,,,,,0,,0,yahu respect,1157248786582732820,,0,comehomefurina,,1417678543181189193,1417678541704663041,1444916734308909056,0,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01T05:03:22.868000+00:00,false,19,gi9p,
1444916745453179081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9582600678082632f993f18ad548df1e,,,,,,,,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,,,,,,0,,,,,0,dax,440463683949166592,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,0,gi9p,,1417678543181189193,,excuse me??,2025-12-01T05:03:17.371Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,3f4abeec1b918be61c517f7e6c1b3a27,,,,,,,,,,,,,,0,,,,,64,mak,641808022158573571,,,,,,64,010mak,,,,,,,,,,,,,,,,,1417678543181189193,1417678541704663041,1444916690705055917,0,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01T05:03:17.371000+00:00,false,19,gi9p,
1444916714180710461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9582600678082632f993f18ad548df1e,,,,,,,,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,,,,,,0,,,,,0,dax,440463683949166592,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,0,gi9p,,1417678543181189193,,i hate you,2025-12-01T05:03:09.915Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01T05:03:09.915000+00:00,false,0,gi9p,
1444916695746744452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9582600678082632f993f18ad548df1e,,,,,,,,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,,,,,,0,,,,,0,dax,440463683949166592,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,0,gi9p,,1417678543181189193,,ur a troll,2025-12-01T05:03:05.520Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01T05:03:05.520000+00:00,false,0,gi9p,
1444916689492774992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9582600678082632f993f18ad548df1e,,,,,,,,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,,,,,,0,,,,,0,dax,440463683949166592,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,0,gi9p,,1417678543181189193,,angle stfu,2025-12-01T05:03:04.029Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01T05:03:04.029000+00:00,false,0,gi9p,
1444916557921914955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9582600678082632f993f18ad548df1e,,,,,,,,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,,,,,,0,,,,,0,dax,440463683949166592,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,0,gi9p,,1417678543181189193,,should i send suggestive messages,2025-12-01T05:02:32.660Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01T05:02:32.660000+00:00,false,0,gi9p,
1444916530126127125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9582600678082632f993f18ad548df1e,,,,,,,,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,,,,,,0,,,,,0,dax,440463683949166592,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,0,gi9p,,1417678543181189193,,on,2025-12-01T05:02:26.033Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01T05:02:26.033000+00:00,false,0,gi9p,
1444916526158450709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9582600678082632f993f18ad548df1e,,,,,,,,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,,,,,,0,,,,,0,dax,440463683949166592,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,0,gi9p,,1417678543181189193,,i have a crush,2025-12-01T05:02:25.087Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01T05:02:25.087000+00:00,false,0,gi9p,
1444916516335128688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9582600678082632f993f18ad548df1e,,,,,,,,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,,,,,,0,,,,,0,dax,440463683949166592,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,0,gi9p,,1417678543181189193,,guys theres tbis boy named zhenlu,2025-12-01T05:02:22.745Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01T05:02:22.745000+00:00,false,0,gi9p,
1444916172721094696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a_24fd795550f781a4e591f95d1d67aebd,,,,,,,,,,,,,,nameplates/gothica/nevermore/,COLLECTIBLES_GOTHICA_NEVERMORE_NP_A11Y,white,1462116614131548265,0,,,,,128,ChaosTheOne,361194084687282206,,,,,,128,asdfsaf,,1417678543181189193,,ngl balding nerfed u bro,2025-12-01T05:01:00.821Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01T05:01:00.821000+00:00,false,0,asdfsaf,
1444916161530564731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc370765ec323b69fb990f8f8ff3daef,,,,,,,,,,,,,,,,,,0,,,,,0,yahu respect,1157248786582732820,,,,,,0,comehomefurina,,1417678543181189193,,anything worthwhile in china is guarded by paramilitary,2025-12-01T05:00:58.153Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01T05:00:58.153000+00:00,false,0,comehomefurina,
1444916154375082108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a_24fd795550f781a4e591f95d1d67aebd,,,,,,,,,,,,,,nameplates/gothica/nevermore/,COLLECTIBLES_GOTHICA_NEVERMORE_NP_A11Y,white,1462116614131548265,0,,,,,128,ChaosTheOne,361194084687282206,,,,,,128,asdfsaf,,1417678543181189193,,ur still in puberty,2025-12-01T05:00:56.447Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01T05:00:56.447000+00:00,false,0,asdfsaf,
1444916134246617190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a_24fd795550f781a4e591f95d1d67aebd,,,,,,,,,,,,,,nameplates/gothica/nevermore/,COLLECTIBLES_GOTHICA_NEVERMORE_NP_A11Y,white,1462116614131548265,0,,,,,128,ChaosTheOne,361194084687282206,,,,,,128,asdfsaf,,1417678543181189193,,dht bro,2025-12-01T05:00:51.648Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01T05:00:51.648000+00:00,false,0,asdfsaf,
1444916126038626384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a_24fd795550f781a4e591f95d1d67aebd,,,,,,,,,,,,,,nameplates/gothica/nevermore/,COLLECTIBLES_GOTHICA_NEVERMORE_NP_A11Y,white,1462116614131548265,0,,,,,128,ChaosTheOne,361194084687282206,,,,,,128,asdfsaf,,1417678543181189193,,its cuz,2025-12-01T05:00:49.691Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,731f0f40efee2f587d6abcd0d1dd2141,,,,,,,,,,,,,,0,,,,,0,angle,1164712958295810212,,,,,,0,vkoz,,,,,,,,,,,,,,,,,1417678543181189193,1417678541704663041,1444915510331572275,0,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01T05:00:49.691000+00:00,false,19,asdfsaf,
1444916111564083211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc370765ec323b69fb990f8f8ff3daef,,,,,,,,,,,,,,,,,,0,,,,,0,yahu respect,1157248786582732820,,,,,,0,comehomefurina,,1417678543181189193,,no,2025-12-01T05:00:46.240Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01T05:00:46.240000+00:00,false,0,comehomefurina,
1444915856353267937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9582600678082632f993f18ad548df1e,,,,,,,,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,,,,,,0,,,,,0,dax,440463683949166592,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,0,gi9p,,1417678543181189193,,if hes back,2025-12-01T04:59:45.393Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01T04:59:45.393000+00:00,false,0,gi9p,
1444915850069938206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9582600678082632f993f18ad548df1e,,,,,,,,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,,,,,,0,,,,,0,dax,440463683949166592,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,0,gi9p,,1417678543181189193,,ill kiss him,2025-12-01T04:59:43.895Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01T04:59:43.895000+00:00,false,0,gi9p,
1444915828532318290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9582600678082632f993f18ad548df1e,,,,,,,,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,,,,,,0,,,,,0,dax,440463683949166592,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,0,gi9p,,1417678543181189193,,and i want him back,2025-12-01T04:59:38.760Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01T04:59:38.760000+00:00,false,0,gi9p,
1444915817601831004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9582600678082632f993f18ad548df1e,,,,,,,,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,,,,,,0,,,,,0,dax,440463683949166592,,723f9e19e5a65a7ee484a517b159e3cf,true,849113561069518938,JEW,0,gi9p,,1417678543181189193,,i miss tyrone,2025-12-01T04:59:36.154Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01T04:59:36.154000+00:00,false,0,gi9p,
1444915774786633823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc370765ec323b69fb990f8f8ff3daef,,,,,,,,,,,,,,,,,,0,,,,,0,yahu respect,1157248786582732820,,,,,,0,comehomefurina,,1417678543181189193,,maybe,2025-12-01T04:59:25.946Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01T04:59:25.946000+00:00,false,0,comehomefurina,
